HIP,RAICRS,DEICRS,Vmag
29735,93.93699498,-13.71838696,5.00
29736,93.93735931,12.55107067,5.44
29771,94.03206851,-16.61800865,5.97
29800,94.11070845,12.27171030,5.04
29807,94.13806399,-35.14073157,4.37
29842,94.25512509,-37.73764950,5.54
29850,94.27756971,9.94253598,5.39
29852,94.28988535,-37.25344284,5.88
29860,94.31770235,5.09969578,5.70
29895,94.42388578,-16.81591325,5.15
29919,94.47846658,61.51529221,5.01
29941,94.55721559,-19.96699189,5.51
29996,94.71075178,-9.38996323,5.36
29997,94.71158258,69.32003430,4.76
30011,94.74573891,-20.92562047,5.79
30060,94.90579498,59.01090518,4.44
30069,94.92063879,-34.39659537,5.76
30073,94.92833719,-7.82291023,5.27
30093,94.99835160,-2.94449028,4.91
30099,95.01761580,14.65116899,5.67
30122,95.07827982,-30.06337656,3.02
30143,95.15099685,-34.14419295,5.55
30214,95.35299081,-11.77324372,5.48
30247,95.44211705,53.45239515,5.34
30277,95.52852147,-33.43627251,3.85
30321,95.65929247,-69.98412773,5.56
30324,95.67494750,-17.95591658,1.98
30342,95.73278618,-56.36992070,5.60
30343,95.73996302,22.51385027,2.87
30419,95.94207368,4.59283881,4.39
30436,95.98297443,-25.57752992,5.61
30438,95.98787763,-52.69571799,-0.62
30444,96.00424570,-36.70789674,5.62
30457,96.04313846,-11.53000982,5.21
30463,96.05783068,-60.28139797,5.78
30520,96.22459158,49.28789903,4.92
30545,96.31836214,-0.94535265,5.88
30565,96.36937934,-69.69078672,5.37
30591,96.43189775,-48.17684903,5.76
30651,96.60776525,56.28504370,5.53
30666,96.66496281,-1.50726444,5.87
30679,96.70366348,58.41741346,5.21
30703,96.76723213,-58.00210529,5.82
30717,96.80733207,0.29926632,5.19
30720,96.81496020,-0.27598684,5.55
30728,96.83531772,2.90825624,5.55
30772,96.98988336,-4.76214677,5.06
30788,97.04257272,-32.58012947,4.47
30827,97.14203636,30.49306993,5.75
30836,97.15587229,-17.46603282,5.76
30840,97.16351878,-32.37129738,5.74
30867,97.20447548,-7.03305042,3.76
30883,97.24079361,20.21216720,4.13
30932,97.36891553,-56.85284448,5.20
30953,97.45469519,-50.23895882,5.28
30972,97.51241701,46.68553561,5.88
30986,97.54700158,-10.08150589,5.92
31037,97.69288857,-27.76958910,5.92
31039,97.69642228,58.16345682,5.86
31072,97.80457202,-35.25886111,5.82
31079,97.82591372,-51.82620719,5.58
31084,97.84591544,-12.39190922,5.16
31119,97.95120180,11.54434340,5.22
31121,97.95861449,-8.15818115,5.43
31125,97.96403433,-23.41843727,4.34
31137,97.99296524,-58.75384073,5.69
31159,98.08010878,4.85599529,5.88
31165,98.08888798,-37.69651376,5.25
31167,98.09637360,-5.86871833,5.60
31173,98.11334517,32.45494059,5.82
31190,98.16241008,-32.03045378,5.73
31216,98.22595658,7.33297921,4.47
31277,98.40072046,14.15537477,5.57
31278,98.40800314,-1.22011054,5.09
31299,98.45621385,-36.23226731,5.42
31362,98.64720407,-32.71626113,5.62
31407,98.74411397,-52.97563454,4.35
31416,98.76408302,-22.96483318,4.54
31434,98.80025751,28.02234399,5.26
31446,98.81595606,0.89022204,5.78
31448,98.82331871,9.98835403,5.93
31457,98.85093436,-36.77993005,5.59
31564,99.09524032,-18.65994454,5.71
31579,99.13682373,38.44555210,5.40
31583,99.14720939,-5.21110831,5.52
31592,99.17082883,-19.25570928,3.95
31599,99.19416835,-13.32097688,5.95
31637,99.30767433,-36.99068388,5.72
31665,99.40999549,56.85750718,5.87
31676,99.42350092,61.48190031,5.94
31681,99.42792641,16.39941482,1.93
31685,99.44029869,-43.19592394,3.17
31688,99.44809882,-32.33989066,5.25
31700,99.47260802,-18.23745713,4.42
31737,99.59591342,28.98439129,5.76
31765,99.65680209,-48.22023129,5.05
31771,99.66480928,39.39111530,5.70
31789,99.70494411,39.90258791,5.34
31827,99.81965168,-14.14574673,4.82
31832,99.83261264,42.48901214,4.80
31870,99.92777365,-30.47002424,5.70
31876,99.94885571,12.98280259,5.99
31897,100.01211946,-80.81372235,5.61
31940,100.12015519,77.99579710,5.75
31946,100.13434964,71.74875988,5.88
31978,100.24442101,9.89576021,4.66
31992,100.27268782,0.49533540,5.79
32064,100.48485939,-9.16742468,5.21
32104,100.60134402,17.64551421,5.20
32173,100.77086794,44.52452351,5.04
32226,100.91102453,3.93253483,5.88
32246,100.98304088,25.13115531,3.06
32249,100.99705857,13.22814319,4.49
32292,101.11862078,-31.07053787,5.23
32311,101.18943633,28.97098912,5.42
32349,101.28854105,-16.71314306,-1.44
32362,101.32263980,12.89605513,3.35
32366,101.34616795,-31.79292174,5.92
32385,101.37996161,-30.94899076,5.62
32402,101.47383863,-52.40971351,5.81
32411,101.49750507,-14.79608441,5.30
32438,101.55896951,59.44169108,4.86
32439,101.56028979,79.56627808,5.44
32463,101.63507823,8.58716910,5.92
32474,101.66259605,-10.10736196,5.66
32480,101.68474593,43.57702483,5.24
32489,101.70622699,57.16927050,5.34
32492,101.71289080,-14.42599569,5.28
32494,101.71955730,-51.26544940,5.39
32531,101.82795802,-55.54004918,5.60
32533,101.83268467,8.03728277,4.77
32537,101.83919491,-37.92967246,5.27
32558,101.90509833,-8.99850109,5.08
32562,101.91491974,48.78946087,5.22
32578,101.96523679,2.41218914,4.48
32607,102.04807134,-61.94197988,3.24
32609,102.05096806,55.70444959,5.54
32617,102.07953302,-1.31883901,5.75
32677,102.24057628,-15.14471091,5.39
32698,102.31839228,-2.27202783,5.75
32740,102.42224358,32.60687904,5.72
32753,102.45768904,16.20291318,5.87
32759,102.46027285,-32.50848752,3.50
32761,102.46381712,-53.62249221,4.41
32765,102.47757095,-46.61547007,5.14
32768,102.48390349,-50.61439973,2.94
32809,102.59072133,-17.08455798,5.77
32810,102.59729100,-31.70609416,5.74
32814,102.60624923,13.41319516,5.68
32844,102.69151315,41.78156548,4.99
32851,102.70757903,-0.54042726,5.78
32855,102.71812209,-34.36732059,4.99
32864,102.73786720,67.57192306,5.14
32912,102.86241294,-70.96347336,5.41
32921,102.88770733,21.76123162,5.28
32938,102.92687429,-36.23012600,5.94
32968,103.00004886,23.60174256,5.68
33018,103.19725030,33.96136985,3.60
33024,103.20619730,8.38044841,5.75
33048,103.27109036,59.44865494,5.34
33077,103.32851233,-19.03277877,5.65
33092,103.38712732,-20.22426366,4.82
33104,103.42600463,68.88829173,5.11
33152,103.53314518,-24.18422296,3.89
33160,103.54783633,-12.03859273,4.08
33184,103.60273751,-1.12696090,5.44
33202,103.66080771,13.17801628,4.73
33248,103.76140934,-20.40485094,5.80
33277,103.82787799,25.37563643,5.74
33302,103.90582904,-20.13659348,4.66
33316,103.94554133,-22.94144950,5.29
33345,104.02769490,-14.04344644,5.00
33347,104.03427636,-17.05424675,4.36
33357,104.06662140,-48.72116448,4.94
33372,104.10767805,9.95659959,5.90
33377,104.13358487,46.27398621,5.85
33384,104.14366809,-79.42018913,5.45
33415,104.23387146,46.70553754,5.88
33421,104.25223594,33.68103629,5.91
33449,104.31916052,58.42305973,4.35
33478,104.39153761,-24.63105594,5.45
33485,104.40468738,45.09410202,4.90
33558,104.60460729,-34.11172588,5.07
33575,104.64959747,-25.41416976,5.59
33579,104.65644451,-28.97208931,1.50
33603,104.73761182,3.60236429,5.96
33682,104.96074141,-67.91701197,5.18
33694,105.01603320,76.97744152,4.55
33715,105.06593512,16.07900547,5.73
33729,105.09900277,-8.40682482,5.95
33779,105.21460498,-51.40263360,5.14
33804,105.27478853,-25.21564581,5.64
33827,105.33914914,70.80833421,5.69
33856,105.42979876,-27.93484165,3.49
33878,105.48497076,-5.72208135,5.22
33914,105.57287660,15.33606893,5.78
33927,105.60326930,24.21544652,5.20
33929,105.60634028,17.75545510,5.96
33937,105.63872677,16.67446500,5.86
33971,105.72824798,-4.23923814,4.99
33977,105.75613986,-23.83330131,3.02
34000,105.81295570,-59.17813539,5.50
34002,105.82470567,9.13834729,5.96
34017,105.87647681,29.33909345,5.93
34033,105.90863811,10.95184577,5.14
34045,105.93955493,-15.63325876,4.11
34059,105.97356647,-49.58425759,4.92
34065,105.98916816,-43.60898397,5.56
34081,106.01169961,-42.33745341,5.20
34086,106.02187558,-5.32397100,5.63
34088,106.02723079,20.57029939,4.01
34105,106.07632905,-56.74973130,5.14
34215,106.41250410,9.18583678,5.78
34267,106.54845981,34.47408682,5.55
34301,106.66986950,-11.29401875,5.41
34339,106.77952459,-40.89329560,5.80
34349,106.80542082,-51.96838790,5.96
34358,106.84338053,34.00936165,5.94
34360,106.84412120,-23.84073435,5.75
34387,106.95618723,7.47129491,5.74
34440,107.09184320,15.93092642,5.47
34444,107.09785853,-26.39320776,1.83
34473,107.17642280,-70.49734046,5.68
34481,107.18676883,-70.49919435,3.78
34495,107.21281817,-39.65567374,4.83
34579,107.42928078,-25.23104384,5.69
34622,107.55700787,-4.23763568,4.91
34624,107.58052770,-27.49152460,5.46
34670,107.69791141,-48.93257706,5.12
34693,107.78496505,30.24528065,4.41
34722,107.84616679,26.85666896,5.75
34724,107.84846508,-0.30190562,5.44
34752,107.91371845,39.32054373,4.91
34758,107.92337859,-20.88311563,5.84
34769,107.96608486,-0.49278056,4.15
34798,108.05090950,-25.94260947,5.91
34802,108.06592133,-40.49877843,5.30
34817,108.10762542,-36.54439953,5.94
34819,108.10994955,24.12870291,5.85
34834,108.14058722,-46.75956448,4.49
34888,108.27998092,-11.25136060,5.77
34899,108.30571289,-45.18252474,4.87
34909,108.34277923,16.15906775,5.07
34912,108.34747243,51.42871249,5.46
34914,108.35003994,-22.67414589,5.99
34922,108.38429537,-44.64052957,4.42
34975,108.54529505,-3.90175914,5.80
34981,108.56340179,-26.35251617,4.42
34982,108.56467751,-9.94753938,5.90
34987,108.58360689,3.11142128,5.36
35005,108.63604311,12.11586588,5.71
35020,108.65893526,-48.27192832,4.75
35025,108.67476926,24.88520186,5.84
35029,108.69177379,-46.84967225,5.72
35037,108.70275679,-26.77268601,4.01
35044,108.71328410,-27.03792355,5.58
35054,108.73812657,-41.42641755,5.95
35083,108.83783435,-30.68647453,5.36
35084,108.83861519,-52.49951781,5.96
35120,108.91423401,7.97773709,5.78
35127,108.93009963,-10.58360286,5.95
35136,108.95880519,47.24041621,5.54
35146,108.97924939,59.63809569,5.20
35152,108.98823076,27.89742666,5.75
35180,109.06075146,-15.58565483,5.46
35181,109.06446675,-46.77461104,5.64
35202,109.13273708,-38.31894033,5.81
35205,109.14583928,-27.88127313,4.66
35210,109.15348700,-23.31560155,4.83
35226,109.20589876,-36.59264813,5.03
35228,109.20762844,-67.95717248,3.97
35264,109.28568399,-37.09748689,2.71
35304,109.39050118,52.13111463,5.93
35341,109.50927066,40.88336298,5.87
35347,109.51773775,-43.98677255,5.86
35350,109.52336162,16.54047526,3.58
35363,109.57667037,-36.73396660,4.65
35384,109.63324602,49.46474619,5.00
35393,109.63966607,-39.21030701,5.24
35406,109.65913632,-36.74274935,5.11
35412,109.66825335,-24.55870761,4.88
35415,109.67703283,-24.95438447,4.37
35427,109.71366298,-26.58587077,5.29
35476,109.84321714,2.74071985,5.90
35487,109.86700585,-16.39491266,5.70
35509,109.94837319,7.14309133,5.91
35550,110.03078890,21.98233941,3.50
35564,110.08940661,-52.31188250,5.50
35589,110.16172862,-52.08592527,5.38
35615,110.24288294,-14.36048847,5.59
35626,110.26808505,-25.89167605,5.87
35643,110.32308085,45.22817039,5.74
35699,110.48708081,20.44371648,5.09
35710,110.51120175,36.76063782,5.12
35712,110.51448965,0.17712559,5.99
35727,110.55637515,-19.01658444,4.94
35749,110.60582057,-5.98280807,5.83
35785,110.71692703,55.28146955,5.80
35795,110.75292901,-31.92379021,5.40
35846,110.86897550,25.05060041,5.04
35848,110.87072892,-27.83428348,5.37
35855,110.88291983,-32.20207858,5.41
35904,111.02377104,-29.30311979,2.45
35907,111.03529509,40.67244066,5.23
35941,111.13935024,27.63781901,5.77
35951,111.16745993,-16.20142374,5.18
35957,111.18278416,-31.80892621,5.35
35984,111.23782838,51.88734396,5.80
35987,111.24245464,11.66955984,5.37
35998,111.28515547,-13.75197556,5.79
36024,111.35530599,-25.21776450,5.79
36039,111.40911866,-79.09420265,5.54
36041,111.41207798,9.27611835,4.99
36046,111.43198371,27.79828561,3.78
36055,111.46334907,-5.77495377,5.98
36114,111.59106537,-51.01849597,5.09
36143,111.67696453,-34.14070792,5.90
36145,111.67858726,49.21164489,4.61
36156,111.73470421,20.25758199,5.94
36168,111.74786303,-23.08603328,5.65
36186,111.78329832,-17.86486511,5.60
36188,111.78780121,8.28940893,2.89
36236,111.92891065,-22.85919757,5.98
36238,111.93497685,21.44554856,5.20
36251,111.96526084,-11.55686168,5.79
36258,111.99653073,-29.15590180,5.55
36265,112.00865288,6.94207694,5.22
36284,112.04095607,8.92550376,4.33
36345,112.21316505,-31.84841156,5.95
36348,112.21452104,48.18403758,5.70
36362,112.27050532,-31.45622952,5.78
36363,112.27379583,-38.81210490,5.41
36366,112.27754045,31.78407932,4.16
36377,112.30782630,-43.30189129,3.25
36388,112.32781398,-1.90530704,5.60
36393,112.33526392,28.11840380,5.07
36396,112.34212843,-10.32665700,5.75
36399,112.35670842,-7.55147431,5.86
36425,112.44909205,12.00661101,4.55
36429,112.45325480,27.91619925,5.01
36431,112.46422560,-23.02429924,4.85
36439,112.48273588,49.67266207,5.35
36444,112.49893731,-52.65128759,5.87
36496,112.62877606,-54.39943169,5.95
36514,112.67754202,-30.96228313,4.65
36528,112.71958057,68.46572700,5.63
36547,112.76866761,82.41156871,4.92
36616,112.95154548,17.08622915,5.45
36640,113.02423825,-8.88091851,5.90
36641,113.02479230,1.91448227,5.24
36721,113.29074012,-24.71078019,5.84
36723,113.29864650,3.29027472,5.59
36732,113.33145749,-19.41235409,5.64
36760,113.40207910,15.82669239,5.27
36773,113.44986614,-14.52390109,4.82
36778,113.46270622,-36.33840157,5.42
36795,113.51335813,-22.29618077,4.44
36812,113.56622524,3.37173632,5.83
36817,113.57780754,-23.47366319,5.06
36848,113.64510631,-27.01244868,5.78
36850,113.65001898,31.88863645,1.58
36896,113.78673794,30.96091010,5.34
36917,113.84557180,-28.36927798,4.65
36942,113.91541745,-52.53380809,4.93
36962,113.98071783,26.89600343,4.06
36981,114.01623979,-14.49277322,5.66
37023,114.13190951,46.18036783,5.66
37031,114.14487545,5.86210427,5.89
37036,114.17099481,-19.70235325,5.69
37043,114.18302388,-48.83016970,5.69
37046,114.19602820,55.75515475,5.93
37088,114.31971063,-4.11102250,5.14
37096,114.34216663,-34.96857044,4.53
37140,114.47449454,48.77391150,5.93
37173,114.57519746,-25.36478805,4.69
37174,114.57588221,-48.60144811,5.68
37204,114.63681646,35.04848403,5.58
37223,114.68293452,-36.49684165,5.78
37229,114.70783872,-26.80389240,3.80
37265,114.79148501,34.58463287,4.89
37279,114.82724194,5.22750767,0.40
37297,114.86397492,-38.30806020,4.84
37300,114.86912974,17.67451551,5.04
37322,114.93262285,-38.13932810,5.73
37329,114.94951052,-38.26067563,5.76
37345,114.99163231,-37.57941274,5.99
37364,115.05638028,-19.66089028,5.92
37369,115.06134304,38.34456671,5.77
37379,115.09671685,-15.26385208,4.98
37391,115.12954787,87.02015634,5.05
37428,115.24384521,23.01855829,5.93
37441,115.30185616,48.13185153,5.58
37447,115.31198612,-9.55108315,3.94
37450,115.31595047,-38.53357185,5.41
37478,115.39648613,3.62482750,5.95
37504,115.45498347,-72.60613528,3.93
37508,115.46611813,13.48051383,5.79
37521,115.51341314,14.20852972,5.55
37590,115.70064325,-26.35125398,5.64
37606,115.73817103,-45.17177284,5.04
37609,115.75190700,58.71048707,4.93
37623,115.79999230,-36.05012400,5.60
37629,115.82785545,28.88407170,4.23
37648,115.88498187,-28.41095714,4.63
37664,115.92428224,-40.93332961,5.12
37677,115.95196716,-28.95483520,3.94
37701,116.01744892,50.43386115,5.31
37704,116.02884762,25.78421056,5.30
37710,116.04059732,-36.06271326,5.80
37740,116.11195237,24.39812929,3.57
37751,116.14238612,-24.67409186,5.62
37752,116.14249707,-37.94295545,5.89
37819,116.31376631,-37.96859848,3.62
37826,116.33068263,28.02631031,1.16
37853,116.39657467,-34.17655092,5.36
37891,116.48698643,-14.56382026,5.03
37901,116.50900614,-6.77228458,5.49
37908,116.53122379,18.51016877,4.89
37915,116.54399474,-37.93370008,5.87
37921,116.56757952,10.76831128,5.25
37946,116.66358038,37.51736326,5.15
37949,116.66682971,65.45563092,5.93
37995,116.80232686,-22.51953536,5.90
38010,116.85416576,-38.51115599,5.07
38016,116.87640290,33.41576665,5.14
38020,116.88129103,-46.60850937,5.22
38048,116.98659214,-12.19289276,5.48
38070,117.02156206,-25.93718054,4.40
38089,117.08436527,-47.07753199,4.69
38146,117.25706910,-24.91224336,5.32
38152,117.27800960,-56.41038485,5.57
38159,117.30361005,-46.85774089,5.82
38160,117.30394188,-60.28402896,5.78
38164,117.30957923,-46.37322729,4.10
38167,117.31105571,-35.24330796,5.94
38170,117.32357809,-24.85978401,3.34
38200,117.39761883,-33.28895425,5.61
38210,117.42081658,-66.19597303,5.78
38211,117.42153403,-17.22812300,5.17
38253,117.54406881,-9.18344160,5.60
38267,117.59951934,-50.50936470,5.89
38373,117.92498666,1.76687765,5.12
38375,117.92939105,-21.17374245,5.62
38382,117.94309895,-13.89719057,5.16
38414,118.05435622,-40.57579889,3.71
38423,118.06584635,-34.70602121,5.01
38427,118.07868058,-14.84617833,5.69
38438,118.12394382,-54.36718432,5.70
38455,118.16105542,-38.86282206,4.49
38474,118.19946278,-5.42818693,5.76
38497,118.26464297,-36.36377387,5.44
38500,118.26517655,-49.61307949,4.63
38518,118.32567862,-48.10294824,4.22
38538,118.37431874,26.76585858,4.97
38593,118.54588048,-35.87729557,5.48
38639,118.67807760,47.56459225,5.47
38656,118.72246913,-57.30288338,5.62
38712,118.88099024,8.86305710,5.86
38722,118.91626746,19.88406657,5.38
38783,119.07772578,-60.52646168,5.74
38827,119.19475729,-52.98240062,3.46
38835,119.21482616,-22.88014849,4.20
38846,119.24087180,-43.50042396,5.36
38848,119.24778711,15.79038246,5.80
38872,119.32679394,-44.10987569,5.08
38901,119.41713237,-30.33458703,4.76
38908,119.44293578,-60.30336068,5.59
38917,119.46555642,-45.57774475,5.14
38957,119.56018303,-49.24492865,4.47
38962,119.58644862,2.22452544,5.30
38994,119.71065387,-60.82448838,5.77
39014,119.75754809,-45.21586305,5.98
39023,119.77384363,-23.31040264,5.09
39061,119.86843828,-39.29683773,5.22
39070,119.90644286,-60.58708857,5.19
39079,119.93410303,-3.67957835,4.93
39095,119.96689649,-18.39914242,4.61
39117,120.04898399,73.91801010,5.37
39138,120.08320513,-63.56750271,4.81
39177,120.19714045,17.30870968,5.60
39184,120.20818254,-54.15129599,5.87
39191,120.23275932,25.39282019,5.87
39211,120.30540155,-1.39242418,4.69
39213,120.30795569,4.87977849,5.65
39221,120.33644785,59.04731836,5.78
39236,120.37619077,16.45532309,5.99
39251,120.40636615,-37.28373201,5.90
39311,120.56647202,2.33431429,4.39
39360,120.68662049,-41.30986539,5.52
39380,120.76737445,-32.46357097,5.83
39424,120.87957982,27.79441794,4.94
39429,120.89612561,-40.00318846,2.21
39487,121.06747264,-32.67484684,5.25
39527,121.17669801,-50.59039998,5.96
39538,121.19660915,79.47974268,5.39
39566,121.26544452,-53.10791360,5.52
39567,121.26879080,13.11837053,5.14
39659,121.57666469,22.63551163,5.96
39690,121.66809949,-45.26604229,5.04
39734,121.82519225,-20.55434589,5.33
39757,121.88625899,-24.30443677,2.83
39780,121.94100510,21.58197937,5.30
39794,121.98266997,-68.61713647,4.35
39847,122.11459795,51.50667575,4.78
39863,122.14857362,-2.98377649,4.36
39903,122.25357658,-61.30170580,4.74
39906,122.25684770,-19.24500094,4.40
39919,122.28964371,-48.68440955,5.66
39943,122.36891634,-16.24890678,5.66
39953,122.38314727,-47.33661177,1.75
39957,122.39013231,-56.08547484,5.66
39961,122.39967933,-44.12277919,5.20
39970,122.42983160,-47.93721650,5.23
39995,122.51583214,58.24842270,5.91
40023,122.61344988,25.50817993,5.73
40035,122.66656902,-13.79934746,5.53
40077,122.79501934,-48.46200365,5.83
40084,122.81800545,-12.92701835,4.72
40091,122.83958436,-39.61855304,4.44
40096,122.85790344,-42.98728888,4.73
40107,122.88762397,-7.77247623,5.36
40155,122.99988027,-46.64436989,5.77
40167,123.05295353,17.64813756,4.67
40215,123.20328577,68.47405416,5.34
40240,123.28697716,29.65658620,5.62
40259,123.33322933,-15.78821451,4.99
40274,123.37301019,-35.89954225,4.78
40282,123.39261076,-50.19606698,5.52
40285,123.40068034,-46.99165320,5.14
40305,123.45916037,56.45231827,5.88
40321,123.49299197,-36.32229977,5.09
40326,123.51202967,-40.34773028,4.42
40344,123.55537215,-35.49007215,5.77
40357,123.59949300,-45.83454842,5.86
40429,123.81647486,-62.91561677,5.16
40526,124.12895101,9.18566295,3.53
40646,124.46008016,59.57112846,5.63
40678,124.57244799,-35.45170517,5.59
40680,124.57823985,-65.61324550,5.06
40693,124.59908460,-12.62976955,5.95
40702,124.63027850,-76.91998251,4.05
40706,124.63913830,-36.65953286,4.44
40772,124.82159867,62.50713912,5.73
40793,124.88421821,75.75686931,5.55
40817,124.95414818,-71.51499632,5.33
40834,125.00232960,-71.50546247,5.63
40843,125.01613464,27.21862138,5.13
40866,125.08721890,20.74783186,5.80
40875,125.10832165,57.74324466,5.89
40881,125.13395549,24.02235699,5.92
40888,125.16203304,-77.48457640,4.34
40932,125.30042487,-57.97323049,5.96
40943,125.33770565,-36.48419365,5.18
40944,125.33843502,-20.07901245,5.58
40945,125.34597645,-33.05437199,4.83
40990,125.47776027,-17.58630046,5.71
41003,125.51884143,-73.40005893,5.28
41037,125.62860299,-59.50953829,1.86
41039,125.63207774,-48.49039742,4.79
41074,125.70808174,-26.34823475,5.88
41075,125.70887544,43.18837233,4.25
41080,125.72542177,-7.54313579,5.92
41081,125.72991589,-52.12377702,5.89
41117,125.84113148,18.33228008,5.94
41152,125.95220483,53.21995142,5.52
41191,126.08492509,-80.91471955,5.67
41211,126.14640836,-3.75117744,5.61
41242,126.22998546,-23.15381698,5.67
41250,126.23839828,-42.76985034,5.97
41260,126.26565742,-24.04626227,5.32
41296,126.38058013,-51.72745683,5.18
41299,126.39812618,2.10224935,5.74
41307,126.41529546,-3.90636482,3.91
41312,126.43435936,-66.13652042,3.77
41321,126.46507032,-64.60065452,5.95
41323,126.46634614,-42.15310407,5.45
41325,126.47828013,7.56452889,5.13
41328,126.48165253,-14.92975540,5.96
41375,126.61345247,-3.98729976,5.60
41377,126.61553314,27.89386239,5.58
41395,126.67502883,-12.53453988,5.52
41400,126.68312445,12.65486252,5.56
41451,126.81994813,-70.09359517,5.51
41483,126.90271156,-53.08853976,5.08
41515,126.99760675,-35.11378822,5.75
41578,127.15561552,14.21085416,5.94
41616,127.26982565,-47.92893948,5.33
41621,127.28155350,-44.16043155,5.82
41639,127.36453332,-44.72482773,5.03
41674,127.44022551,-46.33172799,5.98
41676,127.44289151,67.29741477,5.89
41704,127.56679232,60.71843110,3.35
41723,127.61924898,-32.15928753,5.61
41816,127.87738017,24.08121618,5.71
41817,127.87893332,-19.57743956,5.42
41822,127.89902880,18.09455771,5.33
41861,128.02072039,-53.21196039,5.68
41909,128.17718645,20.44127049,5.33
41935,128.22939892,38.01678677,5.88
42001,128.41019515,-38.84883270,5.92
42008,128.43119460,4.75701524,5.89
42028,128.50682149,-2.15160482,5.80
42080,128.65078050,65.14527349,5.47
42088,128.68170313,-49.94424627,5.01
42090,128.68293147,36.41971903,5.76
42129,128.81491578,-58.22476298,5.27
42134,128.83186765,-58.00929470,4.84
42146,128.86754708,-7.98233083,5.72
42147,128.86967445,-26.84353277,5.95
42172,128.96272402,6.62053814,5.91
42177,128.96683262,-50.96967696,5.79
42265,129.27410956,9.65559645,5.92
42286,129.32852740,-62.85341217,5.45
42312,129.41100573,-42.98910371,4.11
42313,129.41419739,5.70379868,4.14
42334,129.46736838,-26.25497008,5.24
42365,129.57915784,32.80202805,5.96
42372,129.59274761,53.40157520,5.66
42402,129.68936993,3.34147477,4.45
42425,129.77136771,-70.38665235,5.19
42430,129.78362446,-22.66290580,5.05
42438,129.79892615,65.02069298,5.63
42452,129.82354649,52.71169928,5.91
42459,129.84944512,-53.43982462,5.45
42483,129.92704475,-29.56086189,4.86
42504,129.99009397,-53.05478181,5.18
42509,130.00633068,-12.47537441,4.98
42515,130.02556894,-35.30830091,3.97
42527,130.05374429,64.32787175,4.59
42535,130.07287030,-53.01545412,5.56
42536,130.07337168,-52.92197259,3.60
42540,130.08007139,-40.26389330,5.20
42564,130.14690182,-45.19111481,5.67
42568,130.15431317,-59.76101468,4.31
42570,130.15656369,-46.64875492,3.77
42604,130.25436677,45.83378521,5.35
42614,130.27218464,-48.92268900,5.90
42624,130.30475030,-47.31714129,4.74
42637,130.33167303,-78.96342637,5.46
42662,130.43055822,-15.94314865,4.87
42679,130.48713962,-45.41072610,5.20
42712,130.56748955,-48.09909900,5.48
42715,130.57922931,-53.10011485,5.49
42726,130.60587670,-53.11404062,4.83
42795,130.80139680,12.68087080,5.62
42799,130.80619315,3.39866539,4.30
42806,130.82172127,21.46859609,4.66
42828,130.89811451,-33.18641133,3.68
42834,130.91781669,-49.82281081,5.15
42835,130.91825129,-7.23372781,4.63
42884,131.09985828,-42.64932331,4.05
42911,131.17129209,18.15486399,3.94
42913,131.17582214,-54.70856797,1.93
42917,131.18768592,10.08171256,5.63
42923,131.21638717,-37.14725990,5.74
43012,131.48014451,-79.50457035,5.79
43023,131.50689464,-46.04153920,3.87
43026,131.51021822,-2.04876829,5.70
43067,131.59386440,-13.54770494,4.32
43082,131.62729635,-45.91251639,5.43
43103,131.67430955,28.76000509,4.03
43105,131.67733004,-56.76979718,4.50
43109,131.69435930,6.41890691,3.38
43121,131.73357081,12.11007629,5.89
43142,131.81253189,-1.89705972,5.28
43148,131.82853523,-46.15542775,5.71
43234,132.10825351,5.83788486,4.35
43305,132.34057358,-3.44297063,5.30
43325,132.41319515,-40.32015599,5.47
43347,132.44853466,-45.30790977,4.94
43352,132.46458755,-32.78040797,5.19
43370,132.50934024,-29.46301021,5.86
43409,132.63338051,-27.71005869,4.02
43413,132.63943261,-46.52919614,5.09
43414,132.64450311,-66.79322494,5.34
43496,132.89349889,-7.17721266,5.55
43499,132.90221780,-57.63361532,5.59
43531,132.98684264,43.72649196,5.15
43550,133.04187782,42.00288543,5.98
43553,133.04907327,45.31290010,5.96
43584,133.14426783,32.47412331,5.67
43587,133.15055377,28.33138843,5.96
43589,133.16090445,-48.35909798,5.92
43603,133.20008562,-38.72413106,5.79
43644,133.34404121,61.96221364,5.72
43669,133.45278722,-60.35393124,5.78
43671,133.46083652,-47.52071984,5.31
43721,133.56126962,30.57917723,5.40
43783,133.76192355,-60.64471195,3.84
43797,133.79898826,-54.96554657,5.70
43798,133.80174626,-18.24120659,5.75
43813,133.84868687,5.94552770,3.11
43825,133.88131490,-27.68162589,4.87
43834,133.91537004,27.92756265,5.23
43851,133.98148374,11.62605826,5.44
43878,134.08032510,-52.72351071,4.68
43894,134.12740931,40.20156718,5.90
43899,134.14221654,-16.70868242,5.95
43903,134.15619484,64.60403054,5.57
43908,134.17451360,-85.66323432,5.43
43923,134.20857178,45.63175477,5.72
43932,134.23597642,32.91058931,5.44
43937,134.24344613,-59.22935883,4.93
43970,134.31213728,15.32271727,5.22
44001,134.39651273,15.58123453,5.68
44024,134.48155402,-48.57293357,5.88
44066,134.62165408,11.85777198,4.26
44075,134.68243659,-16.13324587,5.80
44093,134.71844252,-47.23482313,5.17
44127,134.80349479,48.04234956,3.12
44143,134.85158738,-59.08439697,5.17
